product_key,sku,product_name,product_class_id,subcategory,category,department,product_family,size,brand_name,manufacturer,supplier
189,42269001,"Bread Honey Wheat",NULL,Bread,Bread,NULL,NULL,"22 oz",Stroehmann,Stroehmann,RowanWarehouse
190,42270001,"Stuffing Mix Pork",NULL,mix,mix,NULL,NULL,"6 oz","Stove Top","Stove Top",RowanWarehouse
191,42271001,"Lasagna With Meat And Sauce Pasta",NULL,pasta,"Frozen Food",NULL,NULL,"38 oz",Stouffer's,Stouffer's,RowanWarehouse
192,42272001,"Sandwich Steaks Thin Sliced",NULL,"sliced bread","sliced bread",NULL,NULL,"21 oz",Steakumm,Steakumm,RowanWarehouse
193,42273001,"Steady 200 MG Acetominifen ",NULL,Acetominifen,Acetominifen,NULL,NULL,4.32,Steady,Steady,RowanWarehouse
194,42274001,"Steady 200 MG Ibuprofen ",NULL,Ibuprofen,Ibuprofen,NULL,NULL,9.8,Steady,Steady,RowanWarehouse
195,42275001,"Steady Buffered Aspirin ",NULL,Aspirin,Aspirin,NULL,NULL,18.1,Steady,Steady,RowanWarehouse
196,42276001,"Steady Childrens Aspirin ",NULL,Aspirin,Aspirin,NULL,NULL,8.8,Steady,Steady,RowanWarehouse
197,42277001,"Steady Mint Mouthwash ",NULL,Mouthwash,Mouthwash,NULL,NULL,20.1,Steady,Steady,RowanWarehouse
198,42278001,"Chunk Light Tuna Water (pouch)",NULL,tuna,tuna,NULL,NULL,"7.06 oz",Starkist,Starkist,RowanWarehouse
199,42279001,"Coffee Blonde Veranda",NULL,coffee,Coffee/Creamer,NULL,NULL,"20 oz",Starbucks,Starbucks,RowanWarehouse
200,42280001,"Coffee Breakfast Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
201,42281001,"Coffee Caffe Verona",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
202,42282001,"Coffee Caffe Verona Decaf",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
203,42283001,"Coffee Caramel",NULL,coffee,Coffee/Creamer,NULL,NULL,"11 oz",Starbucks,Starbucks,RowanWarehouse
204,42284001,"Coffee Colombia",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
205,42285001,"Coffee Espresso",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
206,42286001,"Coffee French Roast",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
207,42287001,"Coffee French Roast",NULL,coffee,Coffee/Creamer,NULL,NULL,"20 oz",Starbucks,Starbucks,RowanWarehouse
208,42288001,"Coffee Gold Coast Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
209,42289001,"Coffee House Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
210,42290001,"Coffee House Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"20 oz",Starbucks,Starbucks,RowanWarehouse
211,42291001,"Coffee House Blend Decaf",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
212,42292001,"Coffee Italian",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
213,42293001,"Coffee Mocha",NULL,coffee,Coffee/Creamer,NULL,NULL,"11 oz",Starbucks,Starbucks,RowanWarehouse
214,42294001,"Coffee Pike Place",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
215,42295001,"Coffee Sumatra",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
216,42296001,"Coffee Veranda Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
217,42297001,"Coffee Willow Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
218,42298001,"Coffee Willow Blend Decaf",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Starbucks,Starbucks,RowanWarehouse
219,42299001,"Hot Cocoa Mix Premium Double Chocolate",NULL,chocolate,chocolate,NULL,NULL,"8 pkg",Starbucks,Starbucks,RowanWarehouse
220,42300001,"Hot Cocoa Mix Salted Caramel",NULL,salt,salt,NULL,NULL,"8 pkg",Starbucks,Starbucks,RowanWarehouse
221,42301001,"Hot Cocoa Mix Vanilla Brulee",NULL,mix,mix,NULL,NULL,"8 pkg",Starbucks,Starbucks,RowanWarehouse
222,42302001,"Vinegar Balsamic",NULL,sauce,sauce,NULL,NULL,"8.5 oz",Star,Star,RowanWarehouse
223,42303001,"Sparkling Spring Water Pomegranate Berry",NULL,berry,berry,NULL,NULL,"17 oz","Sparkling ICE","Sparkling ICE",RowanWarehouse
224,42304001,"Soy Milk Vanilla",NULL,milk,Soda/Juice/Drinks,NULL,NULL,"32 oz","Soy Dream","Soy Dream",RowanWarehouse
225,42305001,"Baby Lotion Original",NULL,saunce,saunce,NULL,NULL,"1 ct","Soft & Precious","Soft & Precious",RowanWarehouse
226,42306001,"Hair Moist Creme",NULL,"hair care","body care",NULL,NULL,"4 oz","Soft & Precious","Soft & Precious",RowanWarehouse
227,42307001,"Hair Moisturizer Detangling",NULL,"hair care","body care",NULL,NULL,"12 oz","Soft & Precious","Soft & Precious",RowanWarehouse
228,42308001,"Tortilla Chips Original",NULL,chip,chip,NULL,NULL,"16 oz","Snyders Of Hanover","Snyders Of Hanover",RowanWarehouse
229,42309001,"Singles To Go Diet Green Tea",NULL,tea,tea,NULL,NULL,"6 ct",Snapple,Snapple,RowanWarehouse
230,42310001,"Singles To Go Diet Lemon",NULL,"diet food","frozen food",NULL,NULL,"6 ct",Snapple,Snapple,RowanWarehouse
231,42311001,"Jam Grape",NULL,Jelly/Jam,Jelly/Jam,NULL,NULL,"18 oz",Smuckers,Smuckers,RowanWarehouse
232,42312001,"Jam Strawberry",NULL,strawberry,Jelly/Jam,NULL,NULL,"18 oz",Smuckers,Smuckers,RowanWarehouse
233,42313001,"Jelly Grape",NULL,Jelly/Jam,Jelly/Jam,NULL,NULL,"18 oz",Smuckers,Smuckers,RowanWarehouse
234,42314001,"Squeeze Jelly Grape",NULL,Jelly/Jam,Jelly/Jam,NULL,NULL,"20 oz",Smuckers,Smuckers,RowanWarehouse
235,42315001,"Peanut Butter Crunchy",NULL,"contains nut","Peanut Butter",NULL,NULL,"28 oz",Skippy,Skippy,RowanWarehouse
236,42316001,"Peanut Butter Smooth",NULL,"contains nut","Peanut Butter",NULL,NULL,"28 oz",Skippy,Skippy,RowanWarehouse
237,42317001,"Pasta Sauce Tomato Basil",NULL,pasta,Gravy/Sauce,NULL,NULL,"25 oz","Simple Truth Organic","Simple Truth Organic",RowanWarehouse
238,42318001,"Almond Milk Original",NULL,milk,Soda/Juice/Drinks,NULL,NULL,".5 gal",Silk,Silk,RowanWarehouse
239,42319001,"Soymilk Light Chocolate",NULL,milk,Soda/Juice/Drinks,NULL,NULL,"64 oz",Silk,Silk,RowanWarehouse
240,42320001,"Ship Shape Extra Lean Hamburger ",NULL,hamburger,Hamburger,NULL,NULL,11.3,"Ship Shape","Ship Shape",RowanWarehouse
241,42321001,"Ship Shape Seasoned Hamburger ",NULL,hamburger,Hamburger,NULL,NULL,6.26,"Ship Shape","Ship Shape",RowanWarehouse
242,42322001,"Shady Lake Rice Medly ",NULL,Rice,Rice,NULL,NULL,16.6,"Shady Lake","Shady Lake",RowanWarehouse
243,42323001,"Shady Lake Thai Rice ",NULL,Rice,Rice,NULL,NULL,8,"Shady Lake","Shady Lake",RowanWarehouse
244,42324001,"Coffee Level 3",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz","Seattles Best","Seattles Best",RowanWarehouse
245,42325001,"Coffee Level 4",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz","Seattles Best","Seattles Best",RowanWarehouse
246,42326001,"Coffee Level 5",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz","Seattles Best","Seattles Best",RowanWarehouse
247,42327001,"All Purpose Cleaner Bleach 5-in-1",NULL,cleaner,cleaner,NULL,NULL,"32 oz","Scrubbing Bubbles","Scrubbing Bubbles",RowanWarehouse
248,42328001,"Shower Automatic Refill Liquid Shower Cleaner",NULL,cleaner,cleaner,NULL,NULL,"34 oz","Scrubbing Bubbles","Scrubbing Bubbles",RowanWarehouse
249,42329001,"Sponges Blue",NULL,cleaner,cleaner,NULL,NULL,"3 pkg",Scotch-Brite,Scotch-Brite,RowanWarehouse
250,42330001,"English Muffins Original",NULL,muffin,muffin,NULL,NULL,"12 oz","Schmidt Old Tyme","Schmidt Old Tyme",RowanWarehouse
251,42331001,"Bread Amazin Raisin",NULL,Bread,Bread,NULL,NULL,"20 oz",Schmidt,Schmidt,RowanWarehouse
252,42332001,"Tastings Medium Asiago",NULL,"tastings ","tastings ",NULL,NULL,"3.25 oz",Sargento,Sargento,RowanWarehouse
253,42333001,"Tastings Parmentino",NULL,"tastings ","tastings ",NULL,NULL,"3.75 oz",Sargento,Sargento,RowanWarehouse
254,42334001,"Flatbread Angus Cheeseburgers",NULL,"contains cheese",Bread,NULL,NULL,"4 ct","Sandwich Bros","Sandwich Bros",RowanWarehouse
255,42335001,"Flatbread Chicken Melts",NULL,chicken,Bread,NULL,NULL,"4 ct","Sandwich Bros","Sandwich Bros",RowanWarehouse
256,42336001,"Bran Flakes Cereal",NULL,cereal,Cereal,NULL,NULL,"17.3 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
257,42337001,"Coffee 100% Colombian",NULL,coffee,Coffee/Creamer,NULL,NULL,"11 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
258,42338001,"Coffee 100% Colombian",NULL,coffee,Coffee/Creamer,NULL,NULL,"34.5 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
259,42339001,"Coffee Classic Decaf",NULL,coffee,Coffee/Creamer,NULL,NULL,"13 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
260,42340001,"Coffee Classic Decaf",NULL,coffee,Coffee/Creamer,NULL,NULL,"22.6 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
261,42341001,"Coffee Classic Regular",NULL,coffee,Coffee/Creamer,NULL,NULL,"11.5 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
262,42342001,"Coffee Classic Regular",NULL,coffee,Coffee/Creamer,NULL,NULL,"31.5 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
263,42343001,"Coffee French Roast",NULL,coffee,Coffee/Creamer,NULL,NULL,"11.5 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
264,42344001,"Coffee French Roast",NULL,coffee,Coffee/Creamer,NULL,NULL,"33 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
265,42345001,"Coffee Half The Caffeine",NULL,coffee,Coffee/Creamer,NULL,NULL,"11.5 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
266,42346001,"Corn Flakes Cereal",NULL,corn,Cereal,NULL,NULL,"18 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
267,42347001,"Crispy Rice Cereal",NULL,cereal,Cereal,NULL,NULL,"12 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
268,42348001,"Honey Nut Toasted Oats Cereal",NULL,"contains nut",Cereal,NULL,NULL,"12.25 oz","Safeway Kitchens","Safeway Kitchens",RowanWarehouse
269,42349001,"Bread Raisin",NULL,Bread,Bread,NULL,NULL,"16 oz",Safeway,Safeway,RowanWarehouse
270,42350001,"Bread Texas Toast",NULL,Bread,Bread,NULL,NULL,"24 oz",Safeway,Safeway,RowanWarehouse
271,42351001,"Coffee Breakfast Blend",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Safeway,Safeway,RowanWarehouse
272,42352001,"Coffee Buttery Caramel",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz",Safeway,Safeway,RowanWarehouse
273,42353001,"Coffee Half Caf French",NULL,coffee,Coffee/Creamer,NULL,NULL,"11 oz",Safeway,Safeway,RowanWarehouse
274,42354001,"Juice Just Black Cherry",NULL,juice,juice,NULL,NULL,"32 oz","RW Knudsen","RW Knudsen",RowanWarehouse
275,42355001,"1.00% Milk",NULL,milk,Milk,NULL,NULL,"1 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
276,42356001,"1.00% Milk",NULL,milk,Milk,NULL,NULL,"1/2 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
277,42357001,"2.00% Milk",NULL,milk,Milk,NULL,NULL,"1 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
278,42358001,"2.00% Milk",NULL,milk,Milk,NULL,NULL,"1/2 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
279,42359001,"Whole Milk Milk",NULL,milk,Milk,NULL,NULL,"1 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
280,42360001,"Whole Milk Milk",NULL,milk,Milk,NULL,NULL,"1/2 gal","Rowan Dairy","Rowan Dairy","Rowan Dairy"
281,42361001,"Cola Soda",NULL,soda,Soda,NULL,NULL,"67.6 oz","Rowan Brand","Rowan Brand",RowanWarehouse
282,42362001,"Sugar White",NULL,sugar,sugar,NULL,NULL,"4 lbs",Rowan,Rowan,RowanWarehouse
283,42363001,"Honey Wheat Rods Pretzels",NULL,Snacks,Snacks,NULL,NULL,"10 oz","Rolled Gold","Rolled Gold",RowanWarehouse
284,42364001,"Peanut Butter Cups King Size",NULL,"contains nut",Candy,NULL,NULL,"2.8 oz",Reeses,Reeses,RowanWarehouse
285,42365001,"Red Wing Counter Cleaner ",NULL,Cleaners,Cleaners,NULL,NULL,12,"Red Wing","Red Wing",RowanWarehouse
286,42366001,"Red Wing Glass Cleaner ",NULL,Cleaners,Cleaners,NULL,NULL,7.39,"Red Wing","Red Wing",RowanWarehouse
287,42367001,"Red Wing Room Freshener ",NULL,Deodorizers,Deodorizers,NULL,NULL,13.1,"Red Wing","Red Wing",RowanWarehouse
288,42368001,"Red Wing Toilet Bowl Cleaner ",NULL,oil,Cleaners,NULL,NULL,18.3,"Red Wing","Red Wing",RowanWarehouse
289,42369001,"Red Spade Beef Bologna ",NULL,"contatins beef",Bologna,NULL,NULL,9.3,"Red Spade","Red Spade",RowanWarehouse
290,42370001,"Red Spade Chicken Hot Dogs ",NULL,chicken,"Hot Dogs",NULL,NULL,18.2,"Red Spade","Red Spade",RowanWarehouse
291,42371001,"Red Spade Cole Slaw ",NULL,"Deli Salads","Deli Salads",NULL,NULL,6.82,"Red Spade","Red Spade",RowanWarehouse
292,42372001,"Red Spade Corned Beef ",NULL,"contatins beef","Deli Meats",NULL,NULL,17.2,"Red Spade","Red Spade",RowanWarehouse
293,42373001,"Red Spade Foot-Long Hot Dogs ",NULL,"hot dog","Hot Dogs",NULL,NULL,14,"Red Spade","Red Spade",RowanWarehouse
294,42374001,"Red Spade Low Fat Bologna ",NULL,Bologna,Bologna,NULL,NULL,8.89,"Red Spade","Red Spade",RowanWarehouse
295,42375001,"Red Spade Low Fat Cole Slaw ",NULL,"Deli Salads","Deli Salads",NULL,NULL,14.7,"Red Spade","Red Spade",RowanWarehouse
296,42376001,"Red Spade Pimento Loaf ",NULL,Bologna,Bologna,NULL,NULL,12.1,"Red Spade","Red Spade",RowanWarehouse
297,42377001,"Red Spade Potato Salad ",NULL,"Deli Salads","Deli Salads",NULL,NULL,14.8,"Red Spade","Red Spade",RowanWarehouse
298,42378001,"Red Spade Roasted Chicken ",NULL,chicken,"Fresh Chicken",NULL,NULL,20.7,"Red Spade","Red Spade",RowanWarehouse
299,42379001,"Red Spade Sliced Chicken ",NULL,chicken,"Deli Meats",NULL,NULL,17.1,"Red Spade","Red Spade",RowanWarehouse
300,42380001,"Red Spade Sliced Ham ",NULL,"slice meat","Deli Meats",NULL,NULL,5.13,"Red Spade","Red Spade",RowanWarehouse
301,42381001,"Red Spade Sliced Turkey ",NULL,"slice meat","Deli Meats",NULL,NULL,16.1,"Red Spade","Red Spade",RowanWarehouse
302,42382001,"Red Spade Turkey Hot Dogs ",NULL,"hot dog","Hot Dogs",NULL,NULL,4.15,"Red Spade","Red Spade",RowanWarehouse
303,42383001,"Stone Wheat Thins Original",NULL,Snacks,Snacks,NULL,NULL,"10.6 oz","Red Oval Farms","Red Oval Farms",RowanWarehouse
304,42384001,"Just Black Cherry Juice",NULL,juice,juice,NULL,NULL,"32 oz","R.W. Knudsen","R.W. Knudsen",RowanWarehouse
305,42385001,"Quick Extra Lean Hamburger ",NULL,hamburger,Hamburger,NULL,NULL,17.8,Quick,Quick,RowanWarehouse
306,42386001,"Quick Seasoned Hamburger ",NULL,hamburger,Hamburger,NULL,NULL,14.6,Quick,Quick,RowanWarehouse
307,42387001,"Apple Nut Harvest Real Medley Bars",NULL,bar,Snacks,NULL,NULL,"6.7 oz",Quaker,Quaker,RowanWarehouse
308,42388001,"Cherry Pistachio Real Medley Bars",NULL,bar,Snacks,NULL,NULL,"6.7 oz",Quaker,Quaker,RowanWarehouse
309,42389001,"Granola Bars Chewy Chocolate Chip",NULL,bar,Snacks,NULL,NULL,"6 pkg",Quaker,Quaker,RowanWarehouse
310,42390001,"Life Cereal",NULL,cereal,Cereal,NULL,NULL,"13 oz",Quaker,Quaker,RowanWarehouse
311,42391001,"Life Cinnamon Cereal",NULL,cereal,Cereal,NULL,NULL,"13 oz",Quaker,Quaker,RowanWarehouse
312,42392001,"Ohs Honey Graham Cereal",NULL,cereal,Cereal,NULL,NULL,"10.5 oz",Quaker,Quaker,RowanWarehouse
313,42393001,"Peach Almond Real Medley Bars",NULL,bar,Snacks,NULL,NULL,"6.7 oz",Quaker,Quaker,RowanWarehouse
314,42394001,"Yogurt Strawberry Chewy Granola Bars",NULL,bar,Snacks,NULL,NULL,"6.1 oz",Quaker,Quaker,RowanWarehouse
315,42395001,"Sausage Pork",NULL,sausage,sausage,NULL,NULL,"1 lbs",Purnell,Purnell,RowanWarehouse
316,42396001,"Lettuce Head",NULL,Produce,Produce,NULL,NULL,"1 ct",Produce,Produce,RowanWarehouse
317,42397001,"Turnip Greens Vegetables",NULL,Produce,Produce,NULL,NULL,"1 lbs",Produce,Produce,RowanWarehouse
318,42398001,"Mocha Coffee",NULL,coffee,Coffee/Creamer,NULL,NULL,"12 oz","Private Selection","Private Selection",RowanWarehouse
319,42399001,"Bacon Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.6 oz",Pringles,Pringles,RowanWarehouse
320,42400001,"BBQ Grab & Go",NULL,bbq,Snacks,NULL,NULL,"2.5 oz",Pringles,Pringles,RowanWarehouse
321,42401001,"BBQ Potato Crisps",NULL,bbq,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
322,42402001,"Buffalo Ranch Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
323,42403001,"Cheddar & Sour Cream Potato Crisps",NULL,"Sour Cream","Sour Cream",NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
324,42404001,"Cheddar Cheese Grab & Go",NULL,"contains cheese",Snacks,NULL,NULL,"2.5 oz",Pringles,Pringles,RowanWarehouse
325,42405001,"Cheddar Cheese Potato Crisps",NULL,"contains cheese",Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
326,42406001,"Cheese Burger Potato Crisps",NULL,"contains cheese",Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
327,42407001,"Honey Butter Stix",NULL,Snacks,Snacks,NULL,NULL,"4.88 oz",Pringles,Pringles,RowanWarehouse
328,42408001,"Honey Mustard Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
329,42409001,"Jalapeno Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
330,42410001,"Lightly Salted Cheddar Cheese Potato Crisps",NULL,"contains cheese",Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
331,42411001,"Lightly Salted Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
332,42412001,"Loaded Baked Potato Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
333,42413001,"Loud Fiery Chili Lime Corn Crisps",NULL,corn,Snacks,NULL,NULL,"5.4 oz",Pringles,Pringles,RowanWarehouse
334,42414001,"Loud Mighty Margherita Pizza Grain & Vegetable Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.1 oz",Pringles,Pringles,RowanWarehouse
335,42415001,"Loud Salsa Fiesta Corn Crisps",NULL,corn,Snacks,NULL,NULL,"5.4 oz",Pringles,Pringles,RowanWarehouse
336,42416001,"Loud Spicy Queso Corn Crisps",NULL,corn,Snacks,NULL,NULL,"5.4 oz",Pringles,Pringles,RowanWarehouse
337,42417001,"Loud Super Cheesy Italian Grain & Vegetable Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.1 oz",Pringles,Pringles,RowanWarehouse
338,42418001,"Memphis BBQ Potato Crisps",NULL,bbq,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
339,42419001,"Mixed Flavors Snack Stacks",NULL,Snacks,Snacks,NULL,NULL,"24 ct",Pringles,Pringles,RowanWarehouse
340,42420001,"Original Fat Free Potato Chips",NULL,chip,Snacks,NULL,NULL,"5.43 oz",Pringles,Pringles,RowanWarehouse
341,42421001,"Original Grab & Go",NULL,Snacks,Snacks,NULL,NULL,"2.36 oz",Pringles,Pringles,RowanWarehouse
342,42422001,"Original Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"12 ct",Pringles,Pringles,RowanWarehouse
343,42423001,"Original Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.2 oz",Pringles,Pringles,RowanWarehouse
344,42424001,"Pizza Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
345,42425001,"Pizza Stix",NULL,Snacks,Snacks,NULL,NULL,"4.88 ct",Pringles,Pringles,RowanWarehouse
346,42426001,"Ranch Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
347,42427001,"Reduced Fat Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
348,42428001,"Reduced Fat Sour Cream & Onion Potato Crisps",NULL,"Sour Cream","Sour Cream",NULL,NULL,"5.2 oz",Pringles,Pringles,RowanWarehouse
349,42429001,"Salt & Vinegar Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
350,42430001,"Screamin Dill Pickle Potato Crisps",NULL,Snacks,Snacks,NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
351,42431001,"Sour Cream & Onion Grab & Go",NULL,"Sour Cream","Sour Cream",NULL,NULL,"2.5 oz",Pringles,Pringles,RowanWarehouse
352,42432001,"Sour Cream & Onion Potato Crisps",NULL,"Sour Cream","Sour Cream",NULL,NULL,"5.5 oz",Pringles,Pringles,RowanWarehouse
353,42433001,"Sour Cream & Onion Stacks",NULL,"Sour Cream","Sour Cream",NULL,NULL,"12 ct",Pringles,Pringles,RowanWarehouse
354,42434001,"Variety Pack Grab & Go",NULL,Snacks,Snacks,NULL,NULL,"15 ct",Pringles,Pringles,RowanWarehouse
355,42435001,"Zero Fruit Punch",NULL,fruit,fruit,NULL,NULL,"32 oz",Powerade,Powerade,RowanWarehouse
356,42436001,"Zero Grape",NULL,zero,zero,NULL,NULL,"32 oz",Powerade,Powerade,RowanWarehouse
357,42437001,"Zero Mixed Berry",NULL,mix,mix,NULL,NULL,"32 oz",Powerade,Powerade,RowanWarehouse
358,42438001,"Zero Orange",NULL,zero,zero,NULL,NULL,"32 oz",Powerade,Powerade,RowanWarehouse
359,42439001,"Fruity Pebbles Cereal",NULL,fruit,Cereal,NULL,NULL,"15 oz",Post,Post,RowanWarehouse
360,42440001,"Great Grains Crunchy Pecan Cereal",NULL,cereal,Cereal,NULL,NULL,"16 oz",Post,Post,RowanWarehouse
361,42441001,"Great Grains Date Pecan Raisin Cereal",NULL,cereal,Cereal,NULL,NULL,"16 oz",Post,Post,RowanWarehouse
362,42442001,"Honey Bunches Of Oat Honey Roasted Cereal",NULL,cereal,Cereal,NULL,NULL,"18 oz",Post,Post,RowanWarehouse
363,42443001,"Honey Bunches Of Oats Almond Cereal",NULL,cereal,Cereal,NULL,NULL,"14.5 oz",Post,Post,RowanWarehouse
364,42444001,"Honey Bunches Of Oats Greek Honey Crunch Cereal",NULL,cereal,Cereal,NULL,NULL,"12.5 oz",Post,Post,RowanWarehouse
365,42445001,"Honey Bunches Of Oats Honet Roasted Cereal",NULL,cereal,Cereal,NULL,NULL,"14.5 oz",Post,Post,RowanWarehouse
366,42446001,"Honey Bunches Of Oats Honey Roasted Cereal",NULL,cereal,Cereal,NULL,NULL,"48 oz",Post,Post,RowanWarehouse
367,42447001,"Honey Bunches Of Oats Morning Energy Chocolate Almond Crunch Cereal",NULL,chocolate,Cereal,NULL,NULL,"12.5 oz",Post,Post,RowanWarehouse
368,42448001,"Honey Bunches Of Oats Morning Energy Cinnamon Crunch Cereal",NULL,cereal,Cereal,NULL,NULL,"12.5 oz",Post,Post,RowanWarehouse
369,42449001,"Honey Bunches Of Oats Strawberry Cereal",NULL,strawberry,Cereal,NULL,NULL,"13 oz",Post,Post,RowanWarehouse
370,42450001,"Honey Bunches Of Oats With Almonds Cereal",NULL,cereal,Cereal,NULL,NULL,"18 oz",Post,Post,RowanWarehouse
371,42451001,"Pleasant Beef Soup ",NULL,"contatins beef",Soup,NULL,NULL,14.8,Pleasant,Pleasant,RowanWarehouse
372,42452001,"Pleasant Canned Beets ",NULL,"Canned Vegetables","Canned Vegetables",NULL,NULL,7.71,Pleasant,Pleasant,RowanWarehouse
373,42453001,"Pleasant Canned Peas ",NULL,peas,"Canned Vegetables",NULL,NULL,17.8,Pleasant,Pleasant,RowanWarehouse
374,42454001,"Pleasant Canned String Beans ",NULL,beans,"Canned Vegetables",NULL,NULL,6.5,Pleasant,Pleasant,RowanWarehouse
375,42455001,"Pleasant Canned Tomatos ",NULL,"Canned Vegetables","Canned Vegetables",NULL,NULL,3.11,Pleasant,Pleasant,RowanWarehouse
376,42456001,"Pleasant Canned Tuna in Oil ",NULL,oil,Tuna,NULL,NULL,5.9,Pleasant,Pleasant,RowanWarehouse
377,42457001,"Pleasant Canned Tuna in Water ",NULL,Tuna,Tuna,NULL,NULL,3.4,Pleasant,Pleasant,RowanWarehouse
378,42458001,"Pleasant Canned Yams ",NULL,"Canned Vegetables","Canned Vegetables",NULL,NULL,8.5,Pleasant,Pleasant,RowanWarehouse
379,42459001,"Pleasant Chicken Noodle Soup ",NULL,noodle,Soup,NULL,NULL,19.2,Pleasant,Pleasant,RowanWarehouse
380,42460001,"Pleasant Chicken Ramen Soup ",NULL,chicken,Soup,NULL,NULL,19.2,Pleasant,Pleasant,RowanWarehouse
381,42461001,"Pleasant Chicken Soup ",NULL,chicken,Soup,NULL,NULL,18.5,Pleasant,Pleasant,RowanWarehouse
382,42462001,"Pleasant Creamed Corn ",NULL,corn,"Canned Vegetables",NULL,NULL,8,Pleasant,Pleasant,RowanWarehouse
